Financial Year,Period,Line,Actual KMs in Peak,Scheduled KMs in Peak,Actual KMs in Off Peak,Scheduled KMs in Off Peak,Actual KMs Total,Scheduled KMs Total,,,,
2025-26,2,Victoria," 161,925 "," 176,664 "," 425,260 "," 441,735 "," 587,185 "," 618,399 ",,,,
2025-26,2,Waterloo & City," 9,544 "," 10,754 "," 13,313 "," 13,794 "," 22,857 "," 24,548 ",,,,
2025-26,3,Bakerloo," 58,791 "," 69,615 "," 160,172 "," 191,318 "," 218,963 "," 260,933 ",,,,
2025-26,3,C&H," 67,531 "," 75,159 "," 225,119 "," 261,575 "," 292,650 "," 336,734 ",,,,
2025-26,3,Central," 230,886 "," 254,713 "," 673,908 "," 740,816 "," 904,794 "," 995,529 ",,,,
2025-26,3,District," 191,480 "," 212,214 "," 546,301 "," 595,225 "," 737,781 "," 807,439 ",,,,
2025-26,3,Jubilee," 185,973 "," 206,623 "," 497,833 "," 556,775 "," 683,806 "," 763,398 ",,,,
2025-26,3,Metropolitan," 160,148 "," 173,235 "," 418,627 "," 459,188 "," 578,775 "," 632,423 ",,,,
2025-26,3,Northern," 288,824 "," 312,314 "," 841,409 "," 900,304 "," 1,130,233 "," 1,212,618 ",,,,
2025-26,3,Piccadilly," 218,159 "," 238,175 "," 654,169 "," 713,752 "," 872,328 "," 951,927 ",,,,
2025-26,3,Victoria," 158,651 "," 176,664 "," 398,809 "," 441,735 "," 557,460 "," 618,399 ",,,,
2025-26,3,Waterloo & City," 9,979 "," 10,434 "," 13,439 "," 13,706 "," 23,418 "," 24,140 ",,,,
2025-26,4,Bakerloo," 54,515 "," 67,526 "," 150,868 "," 187,332 "," 205,383 "," 254,858 ",,,,
2025-26,4,C&H," 62,786 "," 75,120 "," 230,916 "," 266,818 "," 293,702 "," 341,938 ",,,,
2025-26,4,Central," 231,509 "," 256,615 "," 656,944 "," 720,759 "," 888,453 "," 977,374 ",,,,
2025-26,4,District," 165,741 "," 203,908 "," 496,618 "," 571,641 "," 662,359 "," 775,549 ",,,,
2025-26,4,Jubilee," 186,182 "," 207,620 "," 540,695 "," 603,380 "," 726,877 "," 811,000 ",,,,
2025-26,4,Metropolitan," 159,909 "," 179,280 "," 389,002 "," 443,469 "," 548,911 "," 622,749 ",,,,
2025-26,4,Northern," 281,895 "," 314,340 "," 826,261 "," 900,537 "," 1,108,156 "," 1,214,877 ",,,,
2025-26,4,Piccadilly," 222,257 "," 246,430 "," 652,656 "," 713,600 "," 874,913 "," 960,030 ",,,,
2025-26,4,Victoria," 163,587 "," 178,520 "," 404,947 "," 441,888 "," 568,534 "," 620,408 ",,,,
2025-26,4,Waterloo & City," 10,583 "," 11,320 "," 14,296 "," 14,520 "," 24,879 "," 25,840 ",,,,
2025-26,5,Bakerloo," 58,065 "," 71,080 "," 159,345 "," 189,284 "," 217,410 "," 260,364 ",,,,
2025-26,5,C&H," 66,129 "," 71,364 "," 234,810 "," 258,264 "," 300,939 "," 329,628 ",,,,
2025-26,5,Central," 216,425 "," 243,778 "," 617,502 "," 699,974 "," 833,927 "," 943,752 ",,,,
2025-26,5,District," 191,935 "," 214,302 "," 548,646 "," 586,581 "," 740,581 "," 800,883 ",,,,
2025-26,5,Jubilee," 180,834 "," 197,239 "," 526,432 "," 585,063 "," 707,266 "," 782,302 ",,,,
2025-26,5,Metropolitan," 161,674 "," 170,316 "," 430,903 "," 468,512 "," 592,577 "," 638,828 ",,,,
2025-26,5,Northern," 264,016 "," 298,623 "," 798,209 "," 872,252 "," 1,062,225 "," 1,170,875 ",,,,
2025-26,5,Piccadilly," 216,864 "," 234,087 "," 585,162 "," 632,711 "," 802,026 "," 866,798 ",,,,
2025-26,5,Victoria," 154,671 "," 169,594 "," 395,415 "," 427,960 "," 550,086 "," 597,554 ",,,,
2025-26,5,Waterloo & City," 9,159 "," 9,234 "," 13,252 "," 13,376 "," 22,411 "," 22,610 ",,,,
2025-26,6,Bakerloo," 46,132 "," 67,916 "," 138,788 "," 186,417 "," 184,920 "," 254,333 ",,,,
2025-26,6,C&H," 53,771 "," 75,144 "," 196,189 "," 266,853 "," 249,960 "," 341,997 ",,,,
2025-26,6,Central," 173,489 "," 241,277 "," 525,277 "," 671,774 "," 698,766 "," 913,051 ",,,,
2025-26,6,District," 152,181 "," 203,635 "," 472,722 "," 581,896 "," 624,903 "," 785,531 ",,,,
2025-26,6,Jubilee," 135,535 "," 206,623 "," 441,655 "," 605,022 "," 577,190 "," 811,645 ",,,,
2025-26,6,Metropolitan," 135,944 "," 177,068 "," 387,419 "," 483,218 "," 523,363 "," 660,286 ",,,,
2025-26,6,Northern," 233,903 "," 312,314 "," 719,155 "," 900,304 "," 953,058 "," 1,212,618 ",,,,
2025-26,6,Piccadilly," 173,120 "," 244,281 "," 553,191 "," 716,907 "," 726,311 "," 961,188 ",,,,
2025-26,6,Victoria," 122,750 "," 176,664 "," 339,267 "," 441,735 "," 462,017 "," 618,399 ",,,,
2025-26,6,Waterloo & City," 7,289 "," 10,600 "," 10,395 "," 14,322 "," 17,684 "," 24,922 ",,,,
2025-26,7,Bakerloo," 59,800 "," 71,080 "," 169,852 "," 192,388 "," 229,652 "," 263,468 ",,,,
2025-26,7,C&H," 71,424 "," 75,120 "," 235,773 "," 260,941 "," 307,197 "," 336,061 ",,,,
2025-26,7,Central," 222,040 "," 256,740 "," 654,021 "," 750,684 "," 876,061 "," 1,007,424 ",,,,
2025-26,7,District," 188,167 "," 214,598 "," 504,151 "," 560,635 "," 692,318 "," 775,233 ",,,,
2025-26,7,Jubilee," 186,594 "," 207,620 "," 548,502 "," 603,380 "," 735,096 "," 811,000 ",,,,
2025-26,7,Metropolitan," 175,127 "," 179,260 "," 449,300 "," 479,035 "," 624,427 "," 658,295 ",,,,
2025-26,7,Northern," 289,794 "," 314,340 "," 846,586 "," 900,484 "," 1,136,380 "," 1,214,824 ",,,,
2025-26,7,Piccadilly," 216,355 "," 234,722 "," 572,634 "," 626,221 "," 788,989 "," 860,943 ",,,,
2025-26,7,Victoria," 152,240 "," 178,520 "," 398,410 "," 441,888 "," 550,650 "," 620,408 ",,,,
2025-26,7,Waterloo & City," 10,819 "," 11,320 "," 14,331 "," 14,516 "," 25,150 "," 25,836 ",,,,
2025-26,8,Bakerloo," 59,789 "," 71,080 "," 170,555 "," 186,621 "," 230,344 "," 257,701 ",,,,
2025-26,8,C&H," 71,886 "," 75,120 "," 243,445 "," 261,128 "," 315,331 "," 336,248 ",,,,
2025-26,8,Central," 224,827 "," 256,740 "," 665,645 "," 750,892 "," 890,472 "," 1,007,632 ",,,,
2025-26,8,District," 199,833 "," 214,642 "," 542,946 "," 571,007 "," 742,779 "," 785,649 ",,,,
2025-26,8,Jubilee," 193,226 "," 207,620 "," 563,916 "," 603,595 "," 757,142 "," 811,215 ",,,,
2025-26,8,Metropolitan," 146,643 "," 179,255 "," 404,727 "," 479,980 "," 551,370 "," 659,235 ",,,,
2025-26,8,Northern," 269,328 "," 314,340 "," 804,554 "," 900,833 "," 1,073,882 "," 1,215,173 ",,,,
2025-26,8,Piccadilly," 196,946 "," 225,174 "," 571,516 "," 635,608 "," 768,462 "," 860,782 ",,,,
2025-26,8,Victoria," 164,865 "," 178,520 "," 411,950 "," 441,943 "," 576,815 "," 620,463 ",,,,
2025-26,8,Waterloo & City," 9,804 "," 10,920 "," 13,252 "," 14,410 "," 23,056 "," 25,330 ",,,,
2025-26,9,Bakerloo," 53,623 "," 63,972 "," 152,030 "," 169,341 "," 205,653 "," 233,313 ",,,,
2025-26,9,C&H," 69,929 "," 75,120 "," 247,495 "," 266,908 "," 317,424 "," 342,028 ",,,,
2025-26,9,Central," 228,914 "," 256,740 "," 682,995 "," 750,684 "," 911,909 "," 1,007,424 ",,,,
2025-26,9,District," 179,116 "," 200,594 "," 494,661 "," 533,384 "," 673,777 "," 733,978 ",,,,
2025-26,9,Jubilee," 192,654 "," 207,620 "," 561,029 "," 603,380 "," 753,683 "," 811,000 ",,,,
2025-26,9,Metropolitan," 172,769 "," 179,255 "," 445,766 "," 476,691 "," 618,535 "," 655,946 ",,,,
2025-26,9,Northern," 290,905 "," 314,340 "," 824,457 "," 870,124 "," 1,115,362 "," 1,184,464 ",,,,
2025-26,9,Piccadilly," 187,887 "," 225,200 "," 562,215 "," 670,232 "," 750,102 "," 895,432 ",,,,
2025-26,9,Victoria," 166,731 "," 178,520 "," 417,067 "," 441,888 "," 583,798 "," 620,408 ",,,,
2025-26,9,Waterloo & City," 10,568 "," 11,320 "," 14,233 "," 14,520 "," 24,801 "," 25,840 ",,,,
2025-26,10,Bakerloo," 44,777 "," 57,635 "," 155,299 "," 175,873 "," 200,076 "," 233,508 ",,,,
2025-26,10,C&H," 65,128 "," 68,280 "," 240,053 "," 251,993 "," 305,181 "," 320,273 ",,,,
2025-26,10,Central," 200,970 "," 220,599 "," 653,976 "," 697,526 "," 854,946 "," 918,125 ",,,,
2025-26,10,District," 171,686 "," 183,340 "," 538,977 "," 566,517 "," 710,663 "," 749,857 ",,,,
2025-26,10,Jubilee," 169,227 "," 179,978 "," 537,954 "," 578,720 "," 707,181 "," 758,698 ",,,,
2025-26,10,Metropolitan," 142,389 "," 149,565 "," 429,026 "," 450,085 "," 571,415 "," 599,650 ",,,,
2025-26,10,Northern," 258,413 "," 271,798 "," 785,826 "," 822,847 "," 1,044,239 "," 1,094,645 ",,,,
2025-26,10,Piccadilly," 179,472 "," 196,930 "," 581,991 "," 625,319 "," 761,463 "," 822,249 ",,,,
2025-26,10,Victoria," 141,059 "," 148,177 "," 383,848 "," 414,199 "," 524,907 "," 562,376 ",,,,
2025-26,10,Waterloo & City," 7,531 "," 8,456 "," 10,899 "," 11,781 "," 18,430 "," 20,237 ",,,,
2025-26,11,Bakerloo," 60,324 "," 71,080 "," 174,130 "," 193,467 "," 234,454 "," 264,547 ",,,,
2025-26,11,C&H," 71,411 "," 75,120 "," 239,556 "," 252,180 "," 310,967 "," 327,300 ",,,,
2025-26,11,Central," 226,520 "," 256,740 "," 660,923 "," 728,543 "," 887,443 "," 985,283 ",,,,
2025-26,11,District," 187,669 "," 213,266 "," 566,609 "," 601,201 "," 754,278 "," 814,467 ",,,,
2025-26,11,Jubilee," 187,968 "," 207,620 "," 529,860 "," 567,503 "," 717,828 "," 775,123 ",,,,
2025-26,11,Metropolitan," 168,339 "," 179,360 "," 453,925 "," 477,790 "," 622,264 "," 657,150 ",,,,
2025-26,11,Northern," 295,715 "," 314,340 "," 854,966 "," 885,586 "," 1,150,681 "," 1,199,926 ",,,,
2025-26,11,Piccadilly," 214,403 "," 235,379 "," 585,536 "," 642,787 "," 799,939 "," 878,166 ",,,,
2025-26,11,Victoria," 163,166 "," 178,520 "," 415,208 "," 441,892 "," 578,374 "," 620,412 ",,,,
2025-26,11,Waterloo & City," 10,182 "," 11,320 "," 14,122 "," 14,520 "," 24,304 "," 25,840 ",,,,
2025-26,12,Bakerloo," 59,023 "," 71,080 "," 168,509 "," 189,282 "," 227,532 "," 260,362 ",,,,
2025-26,12,C&H," 71,199 "," 75,120 "," 245,481 "," 261,287 "," 316,680 "," 336,407 ",,,,
2025-26,12,Central," 229,957 "," 256,740 "," 649,956 "," 715,067 "," 879,913 "," 971,807 ",,,,
2025-26,12,District," 189,829 "," 214,580 "," 561,326 "," 594,519 "," 751,155 "," 809,099 ",,,,
2025-26,12,Jubilee," 191,724 "," 207,634 "," 546,584 "," 603,364 "," 738,308 "," 810,998 ",,,,
2025-26,12,Metropolitan," 158,495 "," 172,010 "," 433,107 "," 463,167 "," 591,602 "," 635,177 ",,,,
2025-26,12,Northern," 300,025 "," 314,340 "," 808,791 "," 846,663 "," 1,108,816 "," 1,161,003 ",,,,
2025-26,12,Piccadilly," 191,355 "," 240,187 "," 612,054 "," 741,924 "," 803,409 "," 982,111 ",,,,
2025-26,12,Victoria," 163,304 "," 178,520 "," 411,753 "," 441,904 "," 575,057 "," 620,424 ",,,,
2025-26,12,Waterloo & City," 10,695 "," 11,320 "," 14,277 "," 15,333 "," 24,972 "," 26,653 ",,,,
